text,emotion,response,langs_used
Cuộc sống của mọi người là bất thường. Tôi yêu người đồng tính và kết quả là ngày mai sẽ không có ai. Vì vậy tôi nghe bài hát của bạn. Tôi cũng nghe giọng nói của bạn.,Loneliness,Hãy mở lòng ra một chút và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.,spa_Latn
"Một cuộc sống phi thường. Tôi yêu người đồng tính, và ngày mai tôi sẽ không có ai, vì vậy tôi nghe bài hát này và nghe lời của bạn.",Loneliness,"Hãy mở ra một chút nữa, và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.",kor_Hang
"El verano más hermoso fue el verano en que nos conocimos, gracias por haber sido mi recordatorio de un año más, por el que estuvimos en el tercer grado y esperábamos que estuvimos en las escuelas que siempre deseábamos.",Loneliness,"Bạn có thể bắt đầu với những thứ nhỏ bé: một tasza de té, một cuốn sách, một chanson.",spa_Latn→fra_Latn→ind_Latn
"Mùa hè đẹp nhất là mùa hè mà chúng tôi gặp, và cảm ơn các bạn đã nhắc nhở chúng tôi về một năm trước khi chúng tôi gặp nhau trong lớp 3 và hy vọng chúng tôi có thể đậu xe ở những trường mà chúng tôi luôn mong muốn. Mùa hè này đẹp đến nỗi nó sẽ nhắc nhở chúng tôi suốt đời.",Loneliness,"Bạn có thể bắt đầu với những điều nhỏ bé như một tách trà, một cuốn sách, một bài hát.",nld_Latn
"Mùa hè nhắc nhở về những kỷ niệm ngọt ngào và sự tự do của tuổi trẻ, nhưng cũng tượng trưng cho những khoảnh khắc đã qua mà không thể hồi phục được. Chủ đề ""Có một mùa hè không quay lại""... khiến chúng ta suy nghĩ về giá trị của thời gian và giá trị của mỗi khoảnh khắc. Đôi khi chúng ta chỉ nhận ra điều gì quan trọng sau khi nó qua đi. Đó là một lời nhắc nhở nhẹ nhàng nhưng sâu sắc về việc đánh giá cao và sống với hiện tại đầy đủ mà không để cho mùa xuân biến mất trong hối tiếc.",Loneliness,"Ngay cả khi bạn cảm thấy trống rỗng ngay bây giờ, nó sẽ không tồn tại mãi mãi.",rus_Cyrl
"Mùa hè sẽ khiến chúng ta nhớ lại những kỷ niệm đẹp, tự do của tuổi vị thành niên, nhưng nó vẫn là một biểu tượng của quá khứ, nội dung không thể xoay chuyển, ""Mùa hè không quay lại"" cho chúng ta nhớ lại thời gian và giá trị của mỗi giây.",Loneliness,"Ngay cả khi bạn nhìn thấy sự trống rỗng ngay bây giờ, nó sẽ không tồn tại.",ind_Latn→tha_Thai→zho_Hans
"Và khi tôi nghĩ rằng tôi muốn để lại một bí mật nhỏ ở đây, và tôi nghĩ rằng tôi sẽ không thể đọc được nó sau đó, một ngày nóng bỏng đã đến khi tôi nhìn vào những bài kiểm tra đầy tràn đầy niềm đam mê và sự phấn khích của những thanh thiếu niên đầy tham vọng, và năm nay tôi là 17 tuổi, và tôi đã lớn lên và mở lòng với nhau, làm cho chúng tôi cười hơn, để quý trọng khoảnh khắc học tập, làm cho chúng tôi cười hơn, và làm cho chúng tôi cười hơn cùng nhau. Tôi nhớ những cảm xúc và những cảm xúc khi tôi học hỏi mà không cần phải suy nghĩ về những thách thức, tôi nhớ những cảm xúc và những cảm xúc của tôi, tôi nhớ những cảm xúc đầy tràn đầy cảm xúc của tôi, tôi nhớ những cảm xúc đầy tràn đầy cảm xúc của tôi, tôi nhớ những cảm xúc đầy tràn đầy cảm xúc và sự phấn khích của tôi, tôi nhớ những cảm xúc đầy tràn đầy cảm xúc của tôi, tôi nhớ những cảm xúc đầy cảm xúc của tôi, tôi nhớ những cảm xúc đầy cảm xúc của tôi, tôi nhớ những cảm xúc đầy cảm xúc của tôi, tôi nhớ những cảm xúc đầy cảm xúc của tôi, tôi, tôi nhớ những cảm xúc đầy cảm xúc đầy cảm xúc của tôi, tôi, tôi nhớ những cảm xúc đầy cảm xúc của tôi, tôi, tôi nhớ những cảm xúc cảm xúc đầy cảm xúc của tôi, tôi, tôi nhớ những cảm xúc cảm xúc đầy cảm xúc của tôi, tôi, tôi cảm xúc cảm xúc cảm nhận tôi, tôi cảm nhận tôi cảm nhận tôi, tôi cảm nhận tôi cảm nhận tôi, tôi cảm nhận tôi cảm nhận tôi, tôi cảm nhận tôi cảm nhận tôi, tôi cảm nhận tôi, tôi cảm nhận tôi, tôi cảm nhận tôi, tôi, tôi cảm nhận tôi, tôi, tôi cảm nhận tôi, tôi, tôi, tôi, tôi, tôi cảm nhận tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi, tôi",Loneliness,"Bạn thực sự không phải là một mình, bạn chỉ không tìm được người để chia sẻ.",jpn_Jpan
"Chúng tôi để lại một bí mật nhỏ ở đây để nếu chúng tôi đọc lại một lần nữa mà không muốn, chúng tôi hy vọng rằng cảm xúc hiện tại sẽ tiếp tục hoàn hảo. Mùa hè đã đến, chúng tôi bỏ lại kỳ thi, tất cả chúng tôi đều mang theo sự nhiệt tình và sự kích thích của thanh thiếu niên tham vọng. Năm nay chúng tôi là 17 tuổi, chúng tôi lớn hơn nhiều, cởi mở hơn, cởi mở hơn, cười nhiều hơn, đánh giá cao mọi khoảnh khắc chúng tôi học cùng nhau, cười cùng nhau vì những từ ngữ vô nghĩa.",Loneliness,"Bạn không thực sự cô đơn, chỉ là bạn chưa tìm được người thích hợp để chia sẻ.",spa_Latn
"""Khi tốt nghiệp trung học, tôi chỉ có thể nói một điều, tôi chỉ có thể cố gắng, tôi hy vọng bạn sẽ cố gắng cùng tôi! Hãy làm cho mùa hè cuối cùng có ý nghĩa trước khi trưởng thành"". - Mùa hè 2025",Loneliness,"Bạn có thể bắt đầu với một cái gì đó nhỏ: một tách trà, một cuốn sách, một bài hát.",zho_Hans→ita_Latn
"""Năm học trung học cuối cùng cũng đang đến, tôi không biết nói gì nữa nếu tôi không cố gắng thử, tôi hy vọng tất cả bạn bè của tôi sẽ cam kết với tôi! để kết thúc mùa hè trước khi trưởng thành của chúng ta có ý nghĩa"".",Loneliness,"Bạn có thể bắt đầu bằng những điều nhỏ bé: một tách trà, một cuốn sách, một bài hát.",ita_Latn→msa_Latn
bạn không biết c2 tôi có rất nhiều ký ức rất nhiều ký ức tôi luôn nghĩ rằng tôi chỉ muốn bắt đầu từ c2 nhanh tôi chỉ muốn là mình c3 tôi luôn nghĩ rằng tôi đang ở trong c3 và sẽ có những ký ức tốt hơn nma k người nghĩ rằng c3 tôi không có những ký ức tốt ngay cả trong một thời gian cho đến bây giờ tôi nhận ra rằng nếu có một vé tàu trở lại c2 có lẽ tôi sẽ mua một vé nma k người nghĩ rằng đó là vé cuối cùng tôi chỉ muốn tập hợp mọi người c2 người bây giờ là tất cả mọi người ở một nơi có thể khó khăn để gặp gỡ hoặc tìm ra,Loneliness,"Hãy nhớ rằng luôn có ai đó quan tâm đến bạn, ngay cả khi bạn không nhận ra điều đó.",ind_Latn→fra_Latn
"Năm nay là năm cuối cùng mà tôi còn ngồi trên sân trường, sinh viên, và trong vài tháng nữa, sau khi kết thúc kỳ thi, trường sẽ mất một học sinh cũ và thu thập một học sinh mới trong khi chúng ta trưởng thành, và chúng ta phải tự xây dựng tương lai của mình. Và những gì chúng ta có bây giờ sẽ trở thành một ký ức cho tương lai, ngay cả khi chúng ta không biết tương lai của chúng ta sẽ như thế nào, nhưng chúng ta tự hào có một mùa xuân đẹp hơn và tươi sáng hơn.",Loneliness,"Đừng quên rằng luôn luôn có ai đó quan tâm đến bạn, ngay cả khi bạn không nhìn vào bản thân mình.",fra_Latn→deu_Latn
"Năm nay là năm cuối cùng tôi ngồi trên ghế dự bị, tôi còn là một sinh viên, và chỉ vài tháng sau khi tôi tốt nghiệp, trường sẽ mất một học sinh cũ và lấy một học sinh mới, và tôi đã trưởng thành, và tôi phải xây dựng tương lai của riêng mình. Và những gì tôi có bây giờ sẽ là những ký ức trong tương lai, mặc dù tôi không biết tương lai của tôi sẽ ra sao, nhưng tôi sẽ tự hào rằng tôi đã có một mùa xuân tuyệt vời và rực rỡ nhất.",Loneliness,"Hãy nhớ rằng luôn luôn có ai đó sẵn sàng quan tâm, ngay cả khi bạn chưa nhận ra điều đó.",ind_Latn
"Dit zomer zal me onthouden vanwege de dagen dat ik van lampen van mijn boeken heb gegooid, vanwege mijn dromen, vanwege mijn ambities, vanwege mijn herinneringen aan mijn echte vrienden en vanwege mijn ontmoeting met jou - een jongen die ik veilig genoeg willen om mijn hart open u.",Loneliness,"Tất cả mọi người đều là một người đàn ông, nhưng điều đó có nghĩa là không phải là một người đàn ông.",nld_Latn→por_Latn
De jen van de jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen jen,Loneliness,"Tất cả những gì có, có, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không, không.",kor_Hang→nld_Latn→rus_Cyrl
"Và nếu tôi quên đi những thời gian qua đi chậm chạp, tôi cảm ơn những người bạn cũ đã cho tôi những kỷ niệm tốt đẹp. Tôi cảm ơn vì tôi là một phần của tuổi trẻ.",Loneliness,Bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.,spa_Latn→eng_Latn→jpn_Jpan
Tôi cảm ơn những người bạn cũ đã chậm lại và để lại những ký ức tốt đẹp.,Loneliness,"Hãy mở ra một chút nữa, và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.",kor_Hang
"Đây là mùa hè cuối cùng, mùa hè đẹp nhất của 18 tuổi. 2k7 mọi người, hãy cùng nhau thử bước cuối cùng này.",Loneliness,"Bây giờ có vẻ như không có gì, nhưng nó sẽ không kéo dài lâu.",tur_Latn
"Đây là mùa hè cuối cùng, mùa hè 18 tuổi, tuổi đẹp nhất. 2k7, chúng ta sẽ cùng nhau thử bước cuối cùng này.",Loneliness,"Mặc dù bây giờ nó có vẻ như trống rỗng, nhưng nó sẽ không kéo dài lâu.",spa_Latn
"Năm nay, kỳ thi thứ 10 là kỳ thi quan trọng nhất trong cuộc sống của chúng ta khi chúng ta rời khỏi trường, xa bạn bè, xa giáo viên. Đây là sứ điệp của chúng ta về tương lai. Chúng ta hy vọng rằng thời gian sẽ chậm lại một chút để chúng ta có thể gần gũi hơn, cười với bạn bè, nghe giáo viên của chúng ta, hay ""cười lớn"" bởi vì bạn có điểm thấp và lời khuyên sâu sắc. Chúng ta hy vọng rằng tất cả chúng ta đều có thể vượt qua kỳ thi này một cách thoải mái.",Loneliness,"Thế giới vẫn còn những người hiểu anh, nhưng họ vẫn chưa đến.",tha_Thai
"Hãy để tôi gửi cho bạn những lời mà tôi không thể nói với bạn bè lớp thứ hai của mình, răng. Tôi nhớ và yêu quý bạn rất nhiều. Bạn là gia đình tôi, tuổi của tôi. Đừng quên tôi. Cảm ơn bạn đã giúp tôi lớn lên.",Sadness,"Những cảm xúc này sẽ qua đi, cũng như nhiều cảm xúc khác.",rus_Cyrl
"Những người bạn của tôi trong lớp thứ hai nói: ""Tôi cần sự giúp đỡ của bạn. Tôi nhớ rằng bạn yêu tôi. Mọi người ở đây, trẻ hơn cũng ở đây. Beni đừng quên. Beni büyütmenize yardım ettiğiniz için teşekkürler. Şimdi 11. sınıfta. Yalnızım. Artık herkesle birlikte yaşamak istiyorum.",Sadness,Đó là câu chuyện của thời của cô ấy.,tur_Latn→zho_Hans→nld_Latn
"Mùa hè không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng không thể quay lại, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè nóng, mùa hè, mùa hè nóng, mùa hè, mùa hè nóng, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè, mùa hè,",Sadness,Hãy khóc. Hãy quét nước mắt đi.,jpn_Jpan
Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này. Tôi cố gắng nhìn thấy kết quả của những thử nghiệm này.,Loneliness,Anh không biết mình nghĩ gì sao?,tur_Latn→rus_Cyrl→deu_Latn
"Mùa hè năm ngoái đã qua, và thật sai lầm khi nói rằng mùa hè đã biến mất, bởi vì mỗi năm có một mùa hè, và mùa hè của tôi vẫn còn trong hồ sơ của tôi, ngay cả sau 12 năm.",Sadness,Đôi khi chỉ cần bình tĩnh một chút thôi.,kor_Hang→spa_Latn
"Ông ấy ngủ vào buổi tối, ông ấy nhớ đến việc đi học, ông ấy nhớ đến những người thầy của mình, ông ấy nhớ đến việc đi học, ông ấy nhớ đến việc đi chơi.",Loneliness,"Hãy nhớ rằng, sẽ luôn có ai đó sẵn sàng quan tâm ngay cả khi bạn không nhận ra điều đó.",tur_Latn
"Nó giống như ngủ trong bóng tối, nhớ lại trường học, nhớ lại những người bạn của giáo viên, nhớ lại những ngày bạn đã đi học và vui vẻ, ngay cả khi thế hệ đã được kết nối với điện thoại thông minh, nhưng bộ nhớ vẫn còn nguyên vẹn, và nước mắt không bao giờ đến.",Loneliness,"Hãy nhớ rằng luôn có ai đó sẵn sàng quan tâm, ngay cả khi bạn không nhận ra.",eng_Latn→msa_Latn→por_Latn
"Năm nay, tôi vào lớp 12, và tôi hy vọng khi lớn lên, tôi sẽ thấy những mùa hè cuối cùng một lần nữa, không cười và không hối tiếc, và tôi hy vọng những người đọc những bình luận này sẽ luôn may mắn và sống một cuộc sống yên bình và hạnh phúc.",Loneliness,"Tất cả các bạn đều cảm thấy cô đơn, nhưng điều đó không đồng nghĩa với bạn.",tur_Latn
"Tôi đang học lớp 12 năm nay, và tôi hy vọng khi lớn lên, tôi sẽ nhìn lại mùa hè năm ngoái mà không mỉm cười và không hối tiếc.Tôi hy vọng những người đọc bình luận này sẽ luôn có may mắn và sống một cuộc sống yên bình, hạnh phúc!",Loneliness,"Mọi người đều cảm thấy cô đơn, nhưng điều đó không thể định nghĩa bạn.",fil_Latn
"Đúng là hôm nay tôi bị nguyền rủa vì tôi đã không thực hiện các bài tập toán học đơn giản, nhưng tôi sẽ cố gắng thay đổi để mùa hè năm 2025 trở nên đủ tuyệt vời để vào trường C3 mà Mike luôn mơ ước.",Loneliness,"Tất cả các bạn đều đơn độc, nhưng đó không phải là điều xác định các bạn.",eng_Latn→rus_Cyrl
"Đúng là hôm nay tôi bị nguyền rủa vì tôi không làm toán dễ dàng, nhưng tôi sẽ cố gắng thay đổi để mùa hè năm 2025 sẽ đủ thông minh để vào trường C3 mà Mike luôn mơ ước.",Loneliness,"Tất cả các bạn đều cô đơn, nhưng điều đó không định nghĩa các bạn.",eng_Latn
"Mỗi podcast của các bạn đều làm tôi đau khổ, tôi không biết có điều gì làm tôi đau khổ, nhưng thời gian vẫn tiếp tục và tiếp tục cho đến khi chúng ta nhìn lại những ngày đã quá xa.",Sadness,"Cảm giác này sẽ qua đi, giống như bạn đã làm trước đây.",nld_Latn
Tôi không biết điều gì khiến tôi lo lắng cho đến khi chúng ta nhìn lại thời đại đó.,Sadness,"Và cảm giác đó sẽ biến mất, như bạn đã làm nhiều lần trước đây.",zho_Hans→eng_Latn→tha_Thai
"Tôi không chắc mình có thể vượt qua sự giàu có của năm 2025, bởi vì áp lực quá lớn, và tôi không chắc mình có thể vượt qua sự giàu có của năm 2025.",Sadness,"Hãy luôn bình tĩnh, luôn bình tĩnh.",ita_Latn→zho_Hans
"Tôi không chắc liệu tôi có thể vượt qua mùa hè năm 2025 hay không, bởi vì đã có rất nhiều áp lực đối với tôi, tôi không chắc liệu tôi có thể vượt qua mùa hè đó hay không, hoặc video của bạn tôi đã được xem hàng chục lần.",Sadness,"Đôi khi, el lobo darse un poco de tranquilidad es o suficiente.",por_Latn→spa_Latn→ind_Latn
"Tôi đã trải qua mùa hè cuối cùng của thời kỳ Hs, giống như nhiều mùa hè khác. Và giờ đây, tôi đang cố gắng trong vài ngày cuối cùng của mình trên mái nhà này. Tôi cũng có một mục tiêu: một quả cầu hình dạng trong đầu tôi. Tôi đang cố gắng để đạt được hai điều này.",Loneliness,"Tôi không sợ sự cô đơn, tôi không sợ quên mình xứng đáng được yêu.",jpn_Jpan
"Mục đích của dự án là cải thiện chất lượng cuộc sống của mọi người, nâng cao chất lượng cuộc sống của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, chất lượng của trẻ em, etc.",Loneliness,Tôi không sợ cô đơn. Tôi không thể quên cô đơn.,fil_Latn→spa_Latn→jpn_Jpan
"Ngày cuối cùng tôi rời trường, tôi hoàn thành bài kiểm tra, đó là một ngày mưa, học sinh của tôi không vào phòng tắm, họ không vào phòng tắm, họ không vào phòng tắm, họ đã vào phòng tắm, họ nhìn, họ nhìn, họ nhìn, họ nhìn, họ nhìn, họ đã vào phòng tắm, họ đã vào phòng tắm.",Sadness,"Nó khó khăn bây giờ, nhưng nó sẽ tốt hơn.",fra_Latn
"Và đột nhiên, tôi đề xuất video này. Tôi biết rằng tôi chỉ có một năm làm sinh viên, và sau đó tôi sẽ đánh giá cao nó mỗi ngày. Eu sei que o tempo após a escola, a vida vai ser muy diferente para cada um de cada lugar, mas una escola ainda está, então espero que después de la escuela, eu y ustedes tengan una oportunidad de encontrarme y conocerme o profesores nuevamente.",Loneliness,Hãy nhớ rằng luôn luôn có người quan tâm.,por_Latn→zho_Hans→kor_Hang
"Mùa hè này là mùa hè cuối cùng của tôi, và tôi sắp vào lớp 12, và đột nhiên tôi đề xuất video này, và tôi biết rằng tôi chỉ còn lại một năm làm sinh viên, vì vậy tôi sẽ đánh giá cao nó mỗi ngày, và tôi biết rằng thời gian sau khi đi học sẽ rất khác nhau từ nơi này sang nơi khác, nhưng trường học vẫn còn, vì vậy hy vọng sau khi đi học, bạn sẽ có cơ hội gặp gỡ và gặp lại giáo viên của mình một lần nữa.",Loneliness,"Nếu bạn mở ra một chút, bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.",eng_Latn
"Đó là mùa hè cuối cùng, khi tôi tốt nghiệp lớp 12, và tôi đột nhiên đưa ra video này, bởi vì tôi biết rằng tôi chỉ có một năm học ở trường, và tôi sẽ đánh giá cao điều đó mỗi ngày, và tôi biết rằng thời gian sau khi học sẽ rất khác nhau từ nơi này sang nơi khác, nhưng trường học vẫn còn ở đó, và tôi hy vọng rằng sau khi học, bạn sẽ có cơ hội gặp gỡ và gặp gỡ giáo viên.",Loneliness,Hãy mở lòng ra và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.,rus_Cyrl
"Khi chúng tôi vào năm thứ hai, tất cả học sinh vào năm đầu tiên, như những mối quan hệ của tình bạn biến mất.",Sadness,"Thỉnh thoảng, de varken có thể cho một chút bình tĩnh đủ.",por_Latn→nld_Latn→fil_Latn
"Tôi đã trải qua một mùa hè không thể quên khi tôi phải đối mặt với các bài kiểm tra trong 10 nắng nóng, lúc đó tôi không thể thoát khỏi nỗi lo lắng của mình với những mong đợi của mọi người, đó là thời điểm không thể quên nhất khi tôi giải quyết những vấn đề khó giải quyết, những trang dài không hoàn thành, những câu chữ tiếng Anh không thể hiểu được, sau khi trải qua một bài kiểm tra mang lại lợi ích để suy nghĩ lại, tôi thấy vẻ đẹp của những nỗ lực mà tôi đã từng thấy ở đây, tôi sẽ cố gắng duy trì vẻ đẹp đó.",Loneliness,"Bạn không phải là một mình, chỉ chưa tìm được người thích hợp để chia sẻ.",ind_Latn
"Tôi chỉ nhớ vài năm trước, nhưng tấm thiệp này là kênh mà tôi nghe nhiều nhất khi sáng sớm mở một cái gì đó và tôi phải tập trung vào công việc của mình và đôi khi ngay cả khi tôi ngồi uống hoặc ăn, tôi cũng lắng nghe. Và khi tôi nghe video, đây có thể là chủ đề duy nhất mà tôi để lại bình luận.",Loneliness,"Có những người trong thế giới hiểu bạn, nhưng họ vẫn chưa đến.",nld_Latn
"Tôi chỉ có thể tự hỏi, ""Tại sao vậy?"" Sau khoảng hai năm, nhưng đây là kênh mà tôi nghe nhiều nhất. Tôi cần phải tập trung để làm việc mỗi buổi sáng, và đôi khi tôi muốn ngồi nghe để uống hoặc ăn. Và khi tôi nghe một đoạn video rất tốt, có lẽ đó là rất ít.",Loneliness,Có những người trên thế giới hiểu anh nhưng họ vẫn chưa đến.,tur_Latn
Tôi muốn bạn nói với tôi rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn,Loneliness,Hãy mở trái tim của bạn và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.,rus_Cyrl→msa_Latn→deu_Latn
"Mùa hè của tôi là năm thứ ba. ""Mùa hè là một dấu ấn sâu sắc trong trí nhớ của tôi, nhớ với giáo viên của tôi, bạn bè của tôi và con trai tôi"".",Loneliness,Tôi cảm thấy một chút ngạc nhiên vì có rất nhiều người sẵn sàng lắng nghe.,ita_Latn→spa_Latn
